benchmark	reclaimer	reclaimer-type	params	threads	runtime	ns/op	push_iterations	remove_next_iterations	remove_prev_iterations
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1837.840252	1.004762	1.067313	1.086614
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1707.444608	1.005025	1.069006	1.083162
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1809.374610	1.005075	1.067134	1.082588
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1846.078346	1.004977	1.066883	1.086092
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1848.630615	1.004799	1.065812	1.085258
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1853.388101	1.004957	1.064834	1.083667
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1813.359902	1.005031	1.068256	1.086962
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1847.881873	1.004998	1.065991	1.085177
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1852.584335	1.004733	1.064559	1.084714
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1851.842337	1.004668	1.065172	1.085524
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1847.400137	1.004908	1.065255	1.085926
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1774.666011	1.005076	1.067717	1.084509
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1820.985055	1.004812	1.068539	1.083754
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1845.147204	1.004618	1.066428	1.085794
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1805.172744	1.004591	1.066492	1.082138
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1711.407960	1.004845	1.069608	1.080978
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1839.961043	1.004949	1.065802	1.084068
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1799.322265	1.004798	1.067011	1.084453
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1790.207705	1.004658	1.065729	1.083173
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1770.399358	1.004207	1.065855	1.083270
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	1847.047226	1.004642	1.062747	1.081174
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4962.839649	1.007812	1.038525	1.050997
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4907.768297	1.007010	1.037721	1.051565
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4893.729260	1.006741	1.036335	1.048130
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4966.179723	1.007391	1.038893	1.052995
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4972.034056	1.007222	1.038689	1.052659
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4907.243655	1.007427	1.037506	1.051582
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4889.236385	1.007116	1.035915	1.050896
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4884.049895	1.007525	1.038627	1.048907
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4907.969627	1.007178	1.037674	1.049423
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4943.142857	1.007400	1.037906	1.051508
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4965.243526	1.007425	1.038443	1.050737
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4942.298183	1.006893	1.037459	1.051106
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4934.228059	1.007101	1.036729	1.050969
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	4955.861062	1.007721	1.038932	1.052524
