trial	benchmark	reclaimer	reclaimer-type	params	threads	runtime	ns/op
11	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.566687
12	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.541741
13	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.437901
14	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.526171
15	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.602186
16	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.578010
17	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.584434
18	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.569724
19	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.571520
20	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.495686
21	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.466305
22	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.567617
23	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.609364
24	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.588202
25	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.567909
26	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.561047
27	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.547363
28	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.449667
29	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.579044
30	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.009766	1	8000	377.572116
1	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.019531	1	8000	380.796135
2	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.019531	1	8000	379.716159
3	list	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 1; modify-fraction: 0.019531	1	8000	379.828774
