benchmark	reclaimer	reclaimer-type	params	threads	runtime	ns/op	push_iterations	remove_next_iterations	remove_prev_iterations
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3043.382298	1.006901	1.079687	1.079122
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3051.351008	1.007113	1.077904	1.077333
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3055.534666	1.007529	1.076438	1.079526
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3048.619308	1.006880	1.075803	1.077719
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3041.168728	1.006408	1.075762	1.076910
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3029.075422	1.006870	1.077336	1.078735
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3055.571812	1.007690	1.076069	1.075831
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3059.169116	1.007552	1.077743	1.076984
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3085.592925	1.007747	1.075670	1.074642
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3046.331321	1.007870	1.079358	1.081839
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3015.550360	1.007769	1.081631	1.080328
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3023.583188	1.006782	1.078000	1.076825
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	8	8000	3040.806169	1.007310	1.080599	1.079787
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5802.435999	1.009740	1.064273	1.067038
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5839.766582	1.008109	1.066304	1.070582
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5658.771931	1.011150	1.065171	1.066778
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5723.753098	1.011041	1.066240	1.066838
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5749.859362	1.008612	1.065777	1.069994
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5624.000249	1.010034	1.065342	1.068425
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5663.703551	1.010836	1.068784	1.067885
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5667.935571	1.010792	1.066313	1.069934
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5750.676171	1.008711	1.063076	1.066607
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5687.944743	1.010446	1.064516	1.067250
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5630.754765	1.009346	1.067369	1.068432
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5626.783023	1.009067	1.066703	1.067335
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5579.422451	1.009662	1.066916	1.068809
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5619.651845	1.009446	1.068014	1.069597
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5583.617647	1.008621	1.068804	1.069666
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5558.975244	1.008677	1.068635	1.069406
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5579.424383	1.009466	1.067787	1.070524
list	stamp	N3emr8stamp_itE	elements: 10; modify-fraction: 0.799805	16	8000	5623.555719	1.009327	1.070465	1.070991
